"LFQ.intensity.H1","LFQ.intensity.H2","LFQ.intensity.H3","LFQ.intensity.L1","LFQ.intensity.L2","LFQ.intensity.L3","Fasta.headers","Reverse","Only.identified.by.site","Protein.IDs","Gene.names"
253270000,252950000,172830000,1.5e+08,107980000,84861000,">sp|P56262|DLHH_ECOLI Putative carboxymethylenebutenolidase OS=Escherichia coli (strain K12) GN=ysgA PE=3 SV=3","","","P56262","ysgA"
6912100,10446000,7636200,19099000,15163000,13535000,">tr|E9PHT6|E9PHT6_HUMAN Pantothenate kinase 4 OS=Homo sapiens GN=PANK4 PE=4 SV=1;>sp|Q9NVE7|PANK4_HUMAN Pantothenate kinase 4 OS=Homo sapiens GN=PANK4 PE=1 SV=1;>tr|H0YA26|H0YA26_HUMAN Pantothenate kinase 4 (Fragment) OS=Homo sapiens GN=PANK4 PE=4 SV=1","","","E9PHT6;Q9NVE7;H0YA26;H0YA31;H0Y9E4","PANK4"
59300000,52683000,37720000,68723000,93563000,74734000,">sp|Q9Y376|CAB39_HUMAN Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1","","","Q9Y376","CAB39"
580710000,477340000,5.02e+08,718320000,848270000,622540000,">sp|P49915|GUAA_HUMAN GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens GN=GMPS PE=1 SV=1;>tr|B4DUT7|B4DUT7_HUMAN GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens GN=GMPS PE=2 SV=1;>tr|F8W720|F8W720_HUMAN GMP synthase [glutamine-hydrolyzing] OS=Homo","","","P49915;B4DUT7;F8W720","GMPS"
66277000,28802000,32620000,48205000,37558000,83722000,">sp|Q02413|DSG1_HUMAN Desmoglein-1 OS=Homo sapiens GN=DSG1 PE=1 SV=2","","","Q02413","DSG1"
18973000,23294000,15289000,25550000,33187000,28941000,">sp|Q7Z2W4|ZCCHV_HUMAN Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens GN=ZC3HAV1 PE=1 SV=3;>tr|C9J6P4|C9J6P4_HUMAN Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens GN=ZC3HAV1 PE=4 SV=1;>sp|Q7Z2W4-3|ZCCHV_HUMAN Isoform 3 of Zinc finger C","","","Q7Z2W4;C9J6P4;Q7Z2W4-3;Q7Z2W4-2;F5H1W0;Q7Z2W4-4","ZC3HAV1"
134810000,187460000,228230000,79847000,108990000,161940000,">sp|P0ADZ0|RL23_ECOLI 50S ribosomal protein L23 OS=Escherichia coli (strain K12) GN=rplW PE=1 SV=1","","","P0ADZ0","rplW"
0,0,0,0,0,4262300,">tr|D6RHI7|D6RHI7_HUMAN Cyclin-H OS=Homo sapiens GN=CCNH PE=3 SV=1;>tr|D6RG18|D6RG18_HUMAN Cyclin-H OS=Homo sapiens GN=CCNH PE=3 SV=1;>sp|P51946|CCNH_HUMAN Cyclin-H OS=Homo sapiens GN=CCNH PE=1 SV=1","","","D6RHI7;D6RG18;P51946","CCNH"
1684200,2020000,0,2507700,2371000,2091400,">tr|B0QYM8|B0QYM8_HUMAN Beta-parvin OS=Homo sapiens GN=PARVB PE=4 SV=1;>sp|Q9HBI1|PARVB_HUMAN Beta-parvin OS=Homo sapiens GN=PARVB PE=1 SV=1;>sp|Q9HBI1-2|PARVB_HUMAN Isoform 2 of Beta-parvin OS=Homo sapiens GN=PARVB;>tr|B0QYP8|B0QYP8_HUMAN Beta-parvin (Fra","","","B0QYM8;Q9HBI1;Q9HBI1-2;B0QYP8;Q9NVD7;F5H1R9","PARVB;PARVA"
84983000,68217000,95521000,149480000,1.37e+08,139740000,">sp|O75534-2|CSDE1_HUMAN Isoform Short of Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1;>sp|O75534|CSDE1_HUMAN Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1 PE=1 SV=2;>tr|E9PGZ0|E9PGZ0_HUMAN Cold shock domain-containin","","","O75534-2;O75534;E9PGZ0;G5E9Q2;E9PLT0;E9PNG3;E9PLD4;E9PKN4;E9PJK7","CSDE1"
60620000,103410000,21331000,19011000,76437000,125170000,">tr|E9PBV3|E9PBV3_HUMAN Suprabasin OS=Homo sapiens GN=SBSN PE=4 SV=1","","","E9PBV3","SBSN"
876990000,892750000,831820000,377470000,399360000,355030000,">sp|P0AFK0|PMBA_ECOLI Protein pmbA OS=Escherichia coli (strain K12) GN=pmbA PE=1 SV=1","","","P0AFK0","pmbA"
60086000,60344000,58014000,90539000,77398000,75166000,">tr|E9PRQ7|E9PRQ7_HUMAN UBX domain-containing protein 1 OS=Homo sapiens GN=UBXN1 PE=4 SV=1;>sp|Q04323|UBXN1_HUMAN UBX domain-containing protein 1 OS=Homo sapiens GN=UBXN1 PE=1 SV=2;>tr|B4E0P8|B4E0P8_HUMAN UBX domain-containing protein 1 OS=Homo sapiens GN=","","","E9PRQ7;Q04323;B4E0P8;E9PJ81;Q04323-2","UBXN1"
73255000,89629000,83680000,125140000,155750000,118380000,">sp|Q8NFH5|NUP53_HUMAN Nucleoporin NUP53 OS=Homo sapiens GN=NUP35 PE=1 SV=1;>tr|B4DYB4|B4DYB4_HUMAN Nucleoporin NUP53 OS=Homo sapiens GN=NUP35 PE=2 SV=1;>tr|F8WCF5|F8WCF5_HUMAN Nucleoporin NUP53 OS=Homo sapiens GN=NUP35 PE=4 SV=1;>tr|F8WEL4|F8WEL4_HUMAN Nu","","","Q8NFH5;B4DYB4;F8WCF5;F8WEL4;C9IYQ7;C9JIY9;B4DP57;C9JWU7","NUP35"
44264000,85314000,75192000,152770000,150220000,144420000,">sp|P52788|SPSY_HUMAN Spermine synthase OS=Homo sapiens GN=SMS PE=1 SV=2;>sp|P52788-2|SPSY_HUMAN Isoform 2 of Spermine synthase OS=Homo sapiens GN=SMS;>tr|B4DE40|B4DE40_HUMAN Spermine synthase OS=Homo sapiens GN=SMS PE=2 SV=1","","","P52788;P52788-2;B4DE40;H7C2R7","SMS"
848680000,857450000,652180000,1266200000,1366600000,1264900000,">sp|Q92879-4|CELF1_HUMAN Isoform 4 of CUGBP Elav-like family member 1 OS=Homo sapiens GN=CELF1;>tr|G5EA30|G5EA30_HUMAN CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens GN=CELF1 PE=4 SV=1;>sp|Q92879-2|CELF1_HUMAN Isoform 2 of CUGBP E","","","Q92879-4;G5EA30;Q92879-2;Q92879-3;F8W940;Q92879;E9PSH0;E9PKU1;E9PQK4;F5H0D8;F5H4Y5;E9PKA1;F5H3J7","CELF1"
40167000,11002000,16741000,5365600,5236700,6644400,">sp|P18196|MINC_ECOLI Septum site-determining protein MinC OS=Escherichia coli (strain K12) GN=minC PE=1 SV=1","","","P18196","minC"
425830000,465100000,451610000,881520000,707320000,667880000,">sp|P54727|RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens GN=RAD23B PE=1 SV=1;>tr|G5E9P0|G5E9P0_HUMAN RAD23 homolog B (S. cerevisiae), isoform CRA_a OS=Homo sapiens GN=RAD23B PE=4 SV=1","","","P54727;G5E9P0;Q5W0S5;Q5W0S4;H0Y579;E9PGR9","RAD23B"
23772000,15571000,0,10189000,7433100,5640700,">sp|P0A6Z6|NIKR_ECOLI Nickel-responsive regulator OS=Escherichia coli (strain K12) GN=nikR PE=1 SV=1","","","P0A6Z6","nikR"
0,0,0,0,12831000,0,">sp|Q06210-2|GFPT1_HUMAN Isoform 2 of Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1;>sp|Q06210|GFPT1_HUMAN Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3","+","+","REV__Q06210-2;REV__Q06210",""
10731000,5739500,5794900,11785000,10345000,14307000,">tr|Q3ZB87|Q3ZB87_HUMAN DNA-binding protein SATB2 OS=Homo sapiens GN=SATB2 PE=2 SV=1;>tr|C9JR56|C9JR56_HUMAN DNA-binding protein SATB2 OS=Homo sapiens GN=SATB2 PE=3 SV=1;>sp|Q9UPW6|SATB2_HUMAN DNA-binding protein SATB2 OS=Homo sapiens GN=SATB2 PE=1 SV=2","","","Q3ZB87;C9JR56;Q9UPW6;Q01826;Q01826-2","SATB2"
114770000,122550000,109500000,178550000,165790000,170430000,">sp|Q14738-2|2A5D_HUMAN Isoform Delta-2 of Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens GN=PPP2R5D;>tr|E9PFR3|E9PFR3_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS","","","Q14738-2;E9PFR3;Q14738;Q14738-3;F5GYS1;H0Y8C4;H7C5Q9;E9PHN5;H0YJ49;H0YJU0;H0YJ35","PPP2R5D"
2834200000,2851300000,2904100000,1189900000,1184500000,1196600000,">sp|P07118|SYV_ECOLI Valine--tRNA ligase OS=Escherichia coli (strain K12) GN=valS PE=1 SV=2","","","P07118","valS"
0,0,0,0,0,1623300,">sp|Q8TDQ7-3|GNPI2_HUMAN Isoform 3 of Glucosamine-6-phosphate isomerase 2 OS=Homo sapiens GN=GNPDA2;>sp|Q8TDQ7|GNPI2_HUMAN Glucosamine-6-phosphate isomerase 2 OS=Homo sapiens GN=GNPDA2 PE=1 SV=1;>sp|Q8TDQ7-2|GNPI2_HUMAN Isoform 2 of Glucosamine-6-phosphate","","","Q8TDQ7-3;Q8TDQ7;Q8TDQ7-2;B4DJF3;Q2VYF1","GNPDA2"
6557100,18226000,11306000,2787200,2712500,1911500,">sp|P0A6U5|RSMG_ECOLI Ribosomal RNA small subunit methyltransferase G OS=Escherichia coli (strain K12) GN=rsmG PE=1 SV=1","","","P0A6U5","rsmG"
490300000,409670000,417290000,774710000,571900000,585010000,">sp|P61026|RAB10_HUMAN Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1","","","P61026","RAB10"
21295000,16437000,10600000,13238000,21940000,15267000,">sp|Q8WWV3-3|RT4I1_HUMAN Isoform 3 of Reticulon-4-interacting protein 1, mitochondrial OS=Homo sapiens GN=RTN4IP1;>tr|G3V1R2|G3V1R2_HUMAN Reticulon-4-interacting protein 1, mitochondrial OS=Homo sapiens GN=RTN4IP1 PE=4 SV=1;>sp|Q8WWV3|RT4I1_HUMAN Reticulon","","","Q8WWV3-3;G3V1R2;Q8WWV3;Q8WWV3-2","RTN4IP1"
0,7891000,0,5990600,0,0,">tr|E9PJF0|E9PJF0_HUMAN Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3 PE=4 SV=1;>tr|E9PQW4|E9PQW4_HUMAN Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3 PE=4 SV=1;>sp|P27361-3|MK03_HUMAN Isoform 3 of Mitogen-activated protein kinas","","","E9PJF0;E9PQW4;P27361-3;P27361;P27361-2;B3KR49;E9PBK7;H0YEX6;E9PRH7;P31152;Q16659","MAPK3"
148520000,153800000,140130000,235190000,238870000,255870000,">sp|P48507|GSH0_HUMAN Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens GN=GCLM PE=1 SV=1","","","P48507","GCLM"
878780000,891510000,827820000,1273100000,1407900000,1.372e+09,">sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1;>tr|E7ESM6|E7ESM6_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=4 SV=2","","","Q7KZF4;E7ESM6;H7C597","SND1"
55879000,38353000,48900000,79976000,91766000,100960000,">sp|O75821|EIF3G_HUMAN Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2","","","O75821","EIF3G"
1863600,0,0,0,0,0,">tr|B7ZAP5|B7ZAP5_HUMAN Hepatocyte nuclear factor 3-alpha OS=Homo sapiens GN=FOXA1 PE=2 SV=1;>sp|P55317|FOXA1_HUMAN Hepatocyte nuclear factor 3-alpha OS=Homo sapiens GN=FOXA1 PE=1 SV=2","","","B7ZAP5;P55317","FOXA1"
2675800000,2364800000,2502200000,1.182e+09,1098800000,1005200000,">sp|P0ADV7|MLAC_ECOLI Probable phospholipid-binding protein mlaC OS=Escherichia coli (strain K12) GN=mlaC PE=1 SV=1","","","P0ADV7","mlaC"
20436000,17845000,21495000,22683000,47906000,35125000,">sp|Q8NFD5-4|ARI1B_HUMAN Isoform 4 of AT-rich interactive domain-containing protein 1B OS=Homo sapiens GN=ARID1B;>tr|H0Y7H8|H0Y7H8_HUMAN AT-rich interactive domain-containing protein 1B (Fragment) OS=Homo sapiens GN=ARID1B PE=4 SV=1;>tr|G3XAA0|G3XAA0_HUMAN","","","Q8NFD5-4;H0Y7H8;G3XAA0;Q8NFD5;Q8NFD5-2;Q8NFD5-3;C9JZD6;H0Y2R3;H0Y3S9;F5H333","ARID1B"
6006900,6192400,5088300,8466200,8551800,7166400,">sp|Q86W56-3|PARG_HUMAN Isoform 3 of Poly(ADP-ribose) glycohydrolase OS=Homo sapiens GN=PARG;>sp|Q86W56-2|PARG_HUMAN Isoform 2 of Poly(ADP-ribose) glycohydrolase OS=Homo sapiens GN=PARG;>sp|Q86W56|PARG_HUMAN Poly(ADP-ribose) glycohydrolase OS=Homo sapiens","","","Q86W56-3;Q86W56-2;Q86W56","PARG"
6014200,4564700,6225900,7608300,11134000,17486000,">sp|Q92817|EVPL_HUMAN Envoplakin OS=Homo sapiens GN=EVPL PE=1 SV=3","","","Q92817;A8MZ36","EVPL"
5093500,17071000,0,0,0,0,">sp|P0A8I3|YAAA_ECOLI UPF0246 protein yaaA OS=Escherichia coli (strain K12) GN=yaaA PE=1 SV=1","","","P0A8I3","yaaA"
4487500,5406600,6006900,7114300,8210200,5113400,">sp|Q96AZ6|ISG20_HUMAN Interferon-stimulated gene 20 kDa protein OS=Homo sapiens GN=ISG20 PE=1 SV=2","","","Q96AZ6;Q96AZ6-2;H3BLY5;H0YMM4","ISG20"
1359200000,1448700000,1512200000,2.198e+09,2174800000,2238800000,">sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1;>tr|F5GY55|F5GY55_HUMAN DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=4 SV=1;>tr|B4DZP5|B4DZP5_HUMAN Uncharacterized protein OS=Homo sapiens GN=DDB1 PE=2 SV=1","","","Q16531;F5GY55;B4DZP5;B4DG00;F5H2L3;F5GZY8;F5GWI0;F5H0Y5;F5H581;F5GYG8;F5H775;F5H4N9;F5H6C5;F5H238;F5H198;F8WF81;F5H7A0;F5GZ34","DDB1"
146700000,146730000,142600000,196690000,195540000,181700000,">sp|P35658-2|NU214_HUMAN Isoform 2 of Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214;>sp|P35658-4|NU214_HUMAN Isoform 4 of Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214;>sp|P35658|NU214_HUMAN Nuclear pore complex protein Nup2","","","P35658-2;P35658-4;P35658;P35658-3;P35658-5;Q5JUP9;F5H131;H0Y837;B7ZAV2;H0YF36;B4DZN4;E9PKD2","NUP214"
0,0,0,5292500,6189300,5003500,">sp|Q9UFN0|NPS3A_HUMAN Protein NipSnap homolog 3A OS=Homo sapiens GN=NIPSNAP3A PE=1 SV=2","","","Q9UFN0","NIPSNAP3A"
17509000,21941000,21831000,44462000,39173000,24976000,">tr|E9PKY5|E9PKY5_HUMAN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens GN=PPIE PE=3 SV=1;>tr|E9PEQ6|E9PEQ6_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens GN=PPIE PE=3 SV=1;>sp|Q9UNP9-2|PPIE_HUMAN Isoform B of Peptidyl-prolyl cis-","","","E9PKY5;E9PEQ6;Q9UNP9-2;Q9UNP9;Q5TGA3","PPIE"
3613100000,3312300000,3850600000,1771300000,1420500000,1350300000,">sp|P69441|KAD_ECOLI Adenylate kinase OS=Escherichia coli (strain K12) GN=adk PE=1 SV=1;>tr|Q1PI83|Q1PI83_ECOLI Adenylate kinase (Fragment) OS=Escherichia coli (strain K12) GN=adk PE=3 SV=1","","","P69441;Q1PI83","adk"
34351000,17405000,19069000,31574000,34124000,39514000,">sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens GN=POLA1 PE=1 SV=2;>tr|A6NMQ1|A6NMQ1_HUMAN DNA polymerase OS=Homo sapiens GN=POLA1 PE=3 SV=1","","","P09884;A6NMQ1","POLA1"
0,0,1113100000,0,0,0,">tr|F8WEQ5|F8WEQ5_HUMAN Sphingomyelin phosphodiesterase 4 OS=Homo sapiens GN=SMPD4 PE=4 SV=1;>tr|B4DWK7|B4DWK7_HUMAN Putative uncharacterized protein FLJ20297 OS=Homo sapiens GN=SMPD4 PE=2 SV=1","+","+","REV__F8WEQ5;REV__B4DWK7",""
0,0,0,0,0,5088100,">tr|B7Z4Q3|B7Z4Q3_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens GN=LUC7L2 PE=2 SV=1","","","B7Z4Q3;Q96HJ9","LUC7L2"
65073000,60087000,71634000,23433000,27285000,22544000,">sp|P23173|TNAB_ECOLI Low affinity tryptophan permease OS=Escherichia coli (strain K12) GN=tnaB PE=1 SV=1","","","P23173","tnaB"
14795000,13450000,18960000,3456000,1822100,1240100,">sp|P43671|PQIB_ECOLI Paraquat-inducible protein B OS=Escherichia coli (strain K12) GN=pqiB PE=2 SV=2","","","P43671","pqiB"
4855800000,3712900000,6290200000,6278300000,5855700000,6735600000,">sp|P62826|RAN_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=1 SV=3;>tr|B5MDF5|B5MDF5_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=4 SV=1;>tr|F5H018|F5H018_HUMAN GTP-binding nuclear protein Ran (Fragment) OS=Homo sapien","","","P62826;B5MDF5;F5H018;H0YFC6;B4DV51","RAN"
23236000,16395000,16685000,27386000,29488000,25417000,">tr|B4DWZ0|B4DWZ0_HUMAN Guanine nucleotide-binding protein-like 1 OS=Homo sapiens GN=GNL1 PE=2 SV=1;>tr|B0V0L0|B0V0L0_HUMAN Guanine nucleotide binding protein-like 1 (Fragment) OS=Homo sapiens GN=GNL1 PE=4 SV=1;>tr|E7ETJ1|E7ETJ1_HUMAN Guanine nucleotide-bi","","","B4DWZ0;B0V0L0;E7ETJ1;P36915-2;P36915;A8MPZ0;B0V0L1;A2AB27","GNL1"
21054000,17835000,23040000,19305000,29906000,19088000,">sp|Q14126|DSG2_HUMAN Desmoglein-2 OS=Homo sapiens GN=DSG2 PE=1 SV=2","","","Q14126","DSG2"
516590000,514960000,618510000,673150000,841770000,748440000,">sp|P54886-2|P5CS_HUMAN Isoform Short of Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1;>sp|P54886|P5CS_HUMAN Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2","","","P54886-2;P54886","ALDH18A1"
0,0,0,0,0,4465100,">tr|B4E069|B4E069_HUMAN Uncharacterized protein OS=Homo sapiens GN=RABGGTA PE=2 SV=1;>tr|H0YLH3|H0YLH3_HUMAN Geranylgeranyl transferase type-2 subunit alpha OS=Homo sapiens GN=RABGGTA PE=4 SV=1;>sp|Q92696|PGTA_HUMAN Geranylgeranyl transferase type-2 subuni","","","B4E069;H0YLH3;Q92696","RABGGTA"
268500000,218330000,231730000,386440000,306810000,379390000,">sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens GN=TWF1 PE=1 SV=3;>sp|Q12792-3|TWF1_HUMAN Isoform 3 of Twinfilin-1 OS=Homo sapiens GN=TWF1;>sp|Q12792-4|TWF1_HUMAN Isoform 4 of Twinfilin-1 OS=Homo sapiens GN=TWF1;>tr|F8VS81|F8VS81_HUMAN Twinfilin-1 (Fragm","","","Q12792;Q12792-3;Q12792-4;F8VS81;F8W1Q9;F8VRG3","TWF1"
11566000,17038000,15585000,22104000,30353000,37071000,">sp|Q15906|VPS72_HUMAN Vacuolar protein sorting-associated protein 72 homolog OS=Homo sapiens GN=VPS72 PE=1 SV=1;>tr|A6PW55|A6PW55_HUMAN Vacuolar protein sorting 72 homolog (S. cerevisiae) (Fragment) OS=Homo sapiens GN=VPS72 PE=4 SV=1","","","Q15906;A6PW55","VPS72"
66041000,72023000,62231000,83806000,100470000,105630000,">sp|Q9BW19|KIFC1_HUMAN Kinesin-like protein KIFC1 OS=Homo sapiens GN=KIFC1 PE=1 SV=2","","","Q9BW19;A2BEW4;A2AB20","KIFC1"
5653400,11077000,7127100,7662500,12674000,7553500,">tr|A3KFJ0|A3KFJ0_HUMAN Aurora kinase A OS=Homo sapiens GN=AURKA PE=3 SV=1;>sp|O14965|AURKA_HUMAN Aurora kinase A OS=Homo sapiens GN=AURKA PE=1 SV=2;>tr|Q5QPD4|Q5QPD4_HUMAN Aurora kinase A (Fragment) OS=Homo sapiens GN=AURKA PE=2 SV=1","","","A3KFJ0;O14965;Q5QPD4;A3KFJ2;Q5QPD1;Q5QPD2;A3KFJ1","AURKA"
1.094e+09,1724600000,1395100000,2145800000,1983600000,1621600000,">sp|Q71UI9|H2AV_HUMAN Histone H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3;>sp|P0C0S5|H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2;>tr|A6NKY0|A6NKY0_HUMAN Histone H2A OS=Homo sapiens GN=H2AFV PE=3 SV=1;>sp|Q71UI9-2|H2AV_HUMAN Isoform 2 of Histon","","","Q71UI9;P0C0S5;A6NKY0;Q71UI9-2;C9J0D1;A6NFA8;C9J386","H2AFV;H2AFZ"
352910000,437740000,380960000,130440000,157070000,119180000,">sp|P39451|ADHP_ECOLI Alcohol dehydrogenase, propanol-preferring OS=Escherichia coli (strain K12) GN=adhP PE=1 SV=1","","","P39451","adhP"
703120000,600030000,719560000,1045900000,1075600000,933350000,">sp|Q12996|CSTF3_HUMAN Cleavage stimulation factor subunit 3 OS=Homo sapiens GN=CSTF3 PE=1 SV=1;>tr|F5H0G6|F5H0G6_HUMAN Cleavage stimulation factor subunit 3 OS=Homo sapiens GN=CSTF3 PE=4 SV=1","","","Q12996;F5H0G6;H0YE74;E9PLP8;Q12996-2","CSTF3"
0,5792500,0,0,0,0,">sp|P18392|RSTB_ECOLI Sensor protein RstB OS=Escherichia coli (strain K12) GN=rstB PE=1 SV=2","","","P18392","rstB"
4422400,6335900,0,0,2750000,2119900,">sp|P37342|YJJI_ECOLI Uncharacterized protein yjjI OS=Escherichia coli (strain K12) GN=yjjI PE=4 SV=2","","","P37342","yjjI"
8269700,8268400,8685100,8669700,11529000,9928700,">sp|Q14674|ESPL1_HUMAN Separin OS=Homo sapiens GN=ESPL1 PE=1 SV=3;>sp|Q14674-2|ESPL1_HUMAN Isoform 2 of Separin OS=Homo sapiens GN=ESPL1","","","Q14674;Q14674-2;H3BRX7","ESPL1"
789070000,748530000,807590000,316750000,260590000,227590000,">sp|P23827|ECOT_ECOLI Ecotin OS=Escherichia coli (strain K12) GN=eco PE=1 SV=1","","","P23827","eco"
334930000,412260000,325120000,523280000,534780000,471860000,">sp|Q8N163-2|K1967_HUMAN Isoform 2 of DBIRD complex subunit KIAA1967 OS=Homo sapiens GN=KIAA1967;>sp|Q8N163|K1967_HUMAN DBIRD complex subunit KIAA1967 OS=Homo sapiens GN=KIAA1967 PE=1 SV=2;>tr|G3V119|G3V119_HUMAN DBIRD complex subunit KIAA1967 OS=Homo sapi","","","Q8N163-2;Q8N163;G3V119;H0YB24;E5RFJ3;H0YC69;E5RGU7;H0YC58;E5RHH8;E5RHJ4","KIAA1967"
97459000,108650000,111540000,175410000,174730000,172740000,">sp|P08579|RU2B_HUMAN U2 small nuclear ribonucleoprotein B OS=Homo sapiens GN=SNRPB2 PE=1 SV=1","","","P08579","SNRPB2"
0,0,987270,0,0,0,">tr|D6RHX2|D6RHX2_HUMAN ELMO domain-containing protein 2 (Fragment) OS=Homo sapiens GN=ELMOD2 PE=4 SV=1;>tr|D6RBS5|D6RBS5_HUMAN ELMO domain-containing protein 2 (Fragment) OS=Homo sapiens GN=ELMOD2 PE=4 SV=1;>sp|Q8IZ81|ELMD2_HUMAN ELMO domain-containing pr","","","D6RHX2;D6RBS5;Q8IZ81","ELMOD2"
8650100,0,0,7405700,10598000,10239000,">tr|B8QQJ3|B8QQJ3_HUMAN CARD14 isoform 3 OS=Homo sapiens GN=CARD14 PE=2 SV=1;>sp|Q9BXL6|CAR14_HUMAN Caspase recruitment domain-containing protein 14 OS=Homo sapiens GN=CARD14 PE=1 SV=2;>tr|I3L414|I3L414_HUMAN Caspase recruitment domain family, member 14, i","","","B8QQJ3;Q9BXL6;I3L414","CARD14"
37020000,32272000,23669000,52283000,36986000,36899000,">sp|Q92888|ARHG1_HUMAN Rho guanine nucleotide exchange factor 1 OS=Homo sapiens GN=ARHGEF1 PE=1 SV=2;>sp|Q92888-3|ARHG1_HUMAN Isoform 3 of Rho guanine nucleotide exchange factor 1 OS=Homo sapiens GN=ARHGEF1;>sp|Q92888-2|ARHG1_HUMAN Isoform 2 of Rho guanine","","","Q92888;Q92888-3;Q92888-2;Q6NX52;H0Y2T4;REV__Q9BZR6;REV__H7C0V4;REV__H7C215","ARHGEF1"
703670000,816190000,782920000,1036100000,1233600000,998090000,">sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2;>tr|E9PPJ0|E9PPJ0_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=4 SV=1","","","Q13435;E9PPJ0;E9PJT3;H0YEX5;E9PIL8;H0YDT7","SF3B2"
20950000,21039000,27562000,21167000,22606000,17058000,">sp|Q9BYD3-2|RM04_HUMAN Isoform 2 of 39S ribosomal protein L4, mitochondrial OS=Homo sapiens GN=MRPL4;>sp|Q9BYD3|RM04_HUMAN 39S ribosomal protein L4, mitochondrial OS=Homo sapiens GN=MRPL4 PE=1 SV=1","","","Q9BYD3-2;Q9BYD3","MRPL4"
27264000,31892000,38569000,59850000,72743000,54108000,">sp|O75052-3|CAPON_HUMAN Isoform 3 of Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein OS=Homo sapiens GN=NOS1AP;>sp|O75052|CAPON_HUMAN Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein OS=Homo sapiens GN=NOS1AP P","","","O75052-3;O75052;E9PSG0;O75052-2","NOS1AP"
25294000,33686000,27636000,52721000,63432000,56064000,">tr|D3YTE0|D3YTE0_HUMAN Protein KRI1 homolog OS=Homo sapiens GN=KRI1 PE=4 SV=1;>sp|Q8N9T8-2|KRI1_HUMAN Isoform 2 of Protein KRI1 homolog OS=Homo sapiens GN=KRI1;>sp|Q8N9T8|KRI1_HUMAN Protein KRI1 homolog OS=Homo sapiens GN=KRI1 PE=1 SV=2;>tr|F5H196|F5H196_","","","D3YTE0;Q8N9T8-2;Q8N9T8;F5H196;H0YFD2;H0YH26","KRI1"
68116000,101190000,72215000,35403000,21443000,30270000,">sp|P0A9G8|MODE_ECOLI Transcriptional regulator modE OS=Escherichia coli (strain K12) GN=modE PE=1 SV=1","","","P0A9G8","modE"
0,0,30444000,0,0,0,">tr|B4DMJ2|B4DMJ2_HUMAN Uncharacterized protein OS=Homo sapiens GN=RPL4 PE=2 SV=1","","+","B4DMJ2","RPL4"
